freq,station,start,end,days,language,pwr,az,transmitter_site,latitude,longitude
11860,Republic of Yemen Radio,00:00:00,00:00:00,1234567,Arabic,50,ND,"ARS\
JeddahLatitude: 21°23'N\
Longitude: 039°25'E\
Bearing: 68°\
Distance: 10369km", 21°23'N, 039°25'E
11880,ADVENTIST WORLD R.,06:00:00,07:00:00,1234567,Arabic,300,175,"AUT\
MoosbrunnLatitude: 48°00'N\
Longitude: 016°27'E\
Bearing: 36°\
Distance: 9838km", 48°00'N, 016°27'E
11890,VO ISLAMIC REP.IRAN,10:30:00,14:30:00,1234567,Arabic,500,289,"IRN\
ZahedanLatitude: 29°28'N\
Longitude: 060°51'E\
Bearing: 66°\
Distance: 12684km", 29°28'N, 060°51'E
11915,R.SAUDI,17:55:00,22:57:00,1234567,Arabic,500,295,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
11930,R.SAUDI,17:55:00,22:57:00,1234567,Arabic,500,270,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
11935,VATICAN RADIO,16:30:00,17:00:00,1234567,Arabic,250,146,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 39°\
Distance: 9188km", 42°02'N, 012°19'E
11945,R.ROMANIA INT.,13:00:00,13:27:00,1234567,Arabic,300,140,"ROU\
Galbeni-bacauLatitude: 46°44'N\
Longitude: 026°50'E\
Bearing: 40°\
Distance: 10441km", 46°44'N, 026°50'E
11955,ADVENTIST WORLD R.,18:00:00,18:58:00,1234567,Arabic,300,175,"AUT\
MoosbrunnLatitude: 48°00'N\
Longitude: 016°27'E\
Bearing: 36°\
Distance: 9838km", 48°00'N, 016°27'E
11955,VOICE OF TURKEY,10:00:00,10:56:00,1234567,Arabic,500,180,"TUR\
EmirlerLatitude: 39°24'N\
Longitude: 032°51'E\
Bearing: 49°\
Distance: 10540km", 39°24'N, 032°51'E
11960,VO ISLAMIC REP.IRAN,02:30:00,05:30:00,1234567,Arabic,500,289,"IRN\
ZahedanLatitude: 29°28'N\
Longitude: 060°51'E\
Bearing: 66°\
Distance: 12684km", 29°28'N, 060°51'E
11975,R.ROMANIA INT.,16:30:00,16:57:00,1234567,Arabic,300,245,"ROU\
Galbeni-bacauLatitude: 46°44'N\
Longitude: 026°50'E\
Bearing: 40°\
Distance: 10441km", 46°44'N, 026°50'E
11980,ADVENTIST WORLD R.,07:00:00,08:00:00,1234567,Arabic,250,210,"D\
NauenLatitude: 52°38'N\
Longitude: 012°54'E\
Bearing: 31°\
Distance: 9934km", 52°38'N, 012°54'E
11985,KSDA-Adventist World R.G,19:00:00,20:00:00,1234567,Arabic,1,ND,Agat,\N,\N
12030,R.EXTERIOR DE ESPANA,17:30:00,18:00:00,.23456.,Arabic,200,110,"E\
NoblejasLatitude: 39°57'N\
Longitude: 003°25'W\
Bearing: 32°\
Distance: 8062km", 39°57'N, 003°25'W
12030,R.EXTERIOR DE ESPANA,22:30:00,23:00:00,.23456.,Arabic,200,110,"E\
NoblejasLatitude: 39°57'N\
Longitude: 003°25'W\
Bearing: 32°\
Distance: 8062km", 39°57'N, 003°25'W
13580,TWR Africa,15:30:00,15:45:00,.23456.,Arabic,100,5,"SWZ\
ManziniLatitude: 26°20'S\
Longitude: 031°35'E\
Bearing: 111°\
Distance: 7786km", 26°20'S, 031°35'E
13590,Ifrikya FM,23:00:00,04:00:00,1234567,Arabic,300,131,"ALG\
BecharLatitude: 31°34'N\
Longitude: 002°21'W\
Bearing: 39°\
Distance: 7442km", 31°34'N, 002°21'W
13650,R.KUWAIT (Digital),17:00:00,20:00:00,1234567,Arabic,250,350,"KWT\
SulaibiyahLatitude: 29°08'N\
Longitude: 047°46'E\
Bearing: 63°\
Distance: 11444km", 29°08'N, 047°46'E
13670,WORLD CHRISTIAN BROADC. R.FEDA,19:00:00,20:00:00,1234567,Arabic,100,340,"MDG\
MahajangaLatitude: 15°43'S\
Longitude: 046°26'E\
Bearing: 105°\
Distance: 9611km", 15°43'S, 046°26'E
13685,CHINA RADIO INTERNATIONAL,18:30:00,19:30:00,1234567,Arabic,100,20,"MLI\
Bamako IILatitude: 12°41'N\
Longitude: 008°01'W\
Bearing: 51°\
Distance: 5560km", 12°41'N, 008°01'W
13710,R.SAUDI,14:57:00,17:57:00,1234567,Arabic,500,295,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
13710,WORLD CHRISTIAN BROADC. R.FEDA,20:00:00,21:00:00,1234567,Arabic,100,355,"MDG\
MahajangaLatitude: 15°43'S\
Longitude: 046°26'E\
Bearing: 105°\
Distance: 9611km", 15°43'S, 046°26'E
13780,R.SAUDI,06:00:00,12:00:00,1234567,Arabic,100,ND,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
13785,R.SAUDI,12:00:00,13:57:00,1234567,Arabic,100,ND,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
13790,Ifrikya FM,21:00:00,00:00:00,1234567,Arabic,300,210,"ALG\
OurglaLatitude: 31°55'N\
Longitude: 005°04'E\
Bearing: 43°\
Distance: 7983km", 31°55'N, 005°04'E
13800,TWR Africa,18:02:00,19:02:00,.23456.,Arabic,100,13,"SWZ\
ManziniLatitude: 26°20'S\
Longitude: 031°35'E\
Bearing: 111°\
Distance: 7786km", 26°20'S, 031°35'E
13820,VO ISLAMIC REP.IRAN,05:30:00,07:30:00,1234567,Arabic,500,289,"IRN\
ZahedanLatitude: 29°28'N\
Longitude: 060°51'E\
Bearing: 66°\
Distance: 12684km", 29°28'N, 060°51'E
15110,R.KUWAIT (Digital),09:45:00,13:25:00,1234567,Arabic,250,310,"KWT\
SulaibiyahLatitude: 29°08'N\
Longitude: 047°46'E\
Bearing: 63°\
Distance: 11444km", 29°08'N, 047°46'E
15110,Ifrikya FM,20:00:00,23:00:00,1234567,Arabic,300,210,"ALG\
OurglaLatitude: 31°55'N\
Longitude: 005°04'E\
Bearing: 43°\
Distance: 7983km", 31°55'N, 005°04'E
15120,R.ROMANIA INT.,07:30:00,07:57:00,1234567,Arabic,300,245,"ROU\
Galbeni-bacauLatitude: 44°44'N\
Longitude: 026°06'E\
Bearing: 42°\
Distance: 10289km", 44°44'N, 026°06'E
15120,VOICE OF NIGERIA (Digital),16:00:00,16:15:00,1234567,Arabic,250,7,"NIG\
Abuja LugbeLatitude: 08°57'N\
Longitude: 007°20'E\
Bearing: 65°\
Distance: 6681km", 08°57'N, 007°20'E
15125,CHINA RADIO INTERNATIONAL,16:00:00,17:00:00,1234567,Arabic,100,85,"MLI\
Bamako IILatitude: 12°41'N\
Longitude: 008°01'W\
Bearing: 51°\
Distance: 5560km", 12°41'N, 008°01'W
15140,R.HABANA CUBA,18:00:00,18:30:00,1234567,Arabic,100,340,"CUB\
BautaLatitude: 22°56'N\
Longitude: 082°32'W\
Bearing: 318°\
Distance: 6297km", 22°56'N, 082°32'W
15160,Ifrikya FM,07:00:00,10:00:00,1234567,Arabic,300,131,"ALG\
BecharLatitude: 31°34'N\
Longitude: 002°21'W\
Bearing: 39°\
Distance: 7442km", 31°34'N, 002°21'W
15160,Ifrikya FM,18:00:00,21:00:00,1234567,Arabic,300,131,"ALG\
BecharLatitude: 31°34'N\
Longitude: 002°21'W\
Bearing: 39°\
Distance: 7442km", 31°34'N, 002°21'W
15160,R.ROMANIA INT.,16:30:00,16:57:00,1234567,Arabic,300,142,"ROU\
TiganestiLatitude: 44°44'N\
Longitude: 026°06'E\
Bearing: 42°\
Distance: 10289km", 44°44'N, 026°06'E
15170,NHK WORLD RADIO JAPAN,06:00:00,06:20:00,1234567,Arabic,250,138,"F\
IssoudunLatitude: 46°55'N\
Longitude: 001°53'E\
Bearing: 30°\
Distance: 8922km", 46°55'N, 001°53'E
15170,R.ROMANIA INT.,13:00:00,13:27:00,1234567,Arabic,300,142,"ROU\
TiganestiLatitude: 44°44'N\
Longitude: 026°06'E\
Bearing: 42°\
Distance: 10289km", 44°44'N, 026°06'E
15170,R.SAUDI,02:50:00,06:00:00,1234567,Arabic,500,355,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
15200,R.ROMANIA INT.,16:30:00,16:57:00,1234567,Arabic,300,245,"ROU\
Galbeni-bacauLatitude: 44°44'N\
Longitude: 026°06'E\
Bearing: 42°\
Distance: 10289km", 44°44'N, 026°06'E
15205,R.SAUDI,15:55:00,17:57:00,1234567,Arabic,500,320,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
15225,R.SAUDI,14:50:00,17:00:00,1234567,Arabic,500,295,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
15225,R.SAUDI,17:00:00,18:00:00,1234567,Arabic,500,295,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
15260,VO ISLAMIC REP.IRAN,06:00:00,08:30:00,1234567,Arabic,500,215,"IRN\
SirjanLatitude: 29°35'N\
Longitude: 055°47'E\
Bearing: 64°\
Distance: 12207km", 29°35'N, 055°47'E
15260,IBRA MEDIA (Radio Sama),17:00:00,18:00:00,1234567,Arabic,300,107,"G\
WooffertonLatitude: 52°16'N\
Longitude: 002°49'W\
Bearing: 24°\
Distance: 9133km", 52°16'N, 002°49'W
15275,DEUTSCHE WELLE,12:30:00,13:00:00,.23456.,Arabic,250,138,"F\
IssoudunLatitude: 46°55'N\
Longitude: 001°53'E\
Bearing: 30°\
Distance: 8922km", 46°55'N, 001°53'E
15275,DEUTSCHE WELLE,18:30:00,19:00:00,.23456.,Arabic,250,138,"F\
IssoudunLatitude: 46°55'N\
Longitude: 001°53'E\
Bearing: 30°\
Distance: 8922km", 46°55'N, 001°53'E
15280,ALL INDIA RADIO,05:30:00,06:30:00,1234567,Arabic,500,300,"IND\
BengaluruLatitude: 13°13'N\
Longitude: 077°13'E\
Bearing: 88°\
Distance: 13922km", 13°13'N, 077°13'E
15370,R.HABANA CUBA,20:30:00,21:00:00,1234567,Arabic,100,40,"CUB\
BautaLatitude: 22°56'N\
Longitude: 082°32'W\
Bearing: 318°\
Distance: 6297km", 22°56'N, 082°32'W
15380,R.SAUDI,05:45:00,08:56:00,1234567,Arabic,500,310,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
15410,Ifrikya FM,07:00:00,22:00:00,1234567,Arabic,300,210,"ALG\
OurglaLatitude: 31°55'N\
Longitude: 005°04'E\
Bearing: 43°\
Distance: 7983km", 31°55'N, 005°04'E
15460,R.ROMANIA INT.,13:00:00,13:27:00,1234567,Arabic,300,245,"ROU\
Galbeni-bacauLatitude: 46°44'N\
Longitude: 026°50'E\
Bearing: 40°\
Distance: 10441km", 46°44'N, 026°50'E
15480,VO ISLAMIC REP.IRAN,11:30:00,17:30:00,1234567,Arabic,500,215,"IRN\
SirjanLatitude: 29°35'N\
Longitude: 055°47'E\
Bearing: 64°\
Distance: 12207km", 29°35'N, 055°47'E
15510,IBRA MEDIA/Radio Sama,17:30:00,19:00:00,1234567,Arabic,250,128,"G\
WooffertonLatitude: 52°16'N\
Longitude: 002°49'W\
Bearing: 24°\
Distance: 9133km", 52°16'N, 002°49'W
15595,VATICAN RADIO,07:10:00,07:30:00,234567,Arabic,250,108,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 39°\
Distance: 9188km", 42°02'N, 012°19'E
15595,VATICAN RADIO,08:00:00,09:30:00,1234567,Arabic,250,108,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 39°\
Distance: 9188km", 42°02'N, 012°19'E
15595,VATICAN RADIO,09:30:00,10:50:00,1......,Arabic,250,108,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 39°\
Distance: 9188km", 42°02'N, 012°19'E
15595,VATICAN RADIO,16:30:00,17:00:00,1234567,Arabic,250,108,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 39°\
Distance: 9188km", 42°02'N, 012°19'E
15675,,05:00:00,16:00:00,1234567,Arabic,1,ND,,\N,\N
17485,CHINA RADIO INTERNATIONAL,05:00:00,07:00:00,1234567,Arabic,500,269,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 55°\
Distance: 14132km", 39°21'N, 075°42'E
17530,R.ROMANIA INT.,16:30:00,16:57:00,1234567,Arabic,300,142,"ROU\
TiganestiLatitude: 44°44'N\
Longitude: 026°06'E\
Bearing: 42°\
Distance: 10289km", 44°44'N, 026°06'E
17550,R.KUWAIT,20:00:00,00:00:00,1234567,Arabic,250,350,"KWT\
SulaibiyahLatitude: 29°08'N\
Longitude: 047°46'E\
Bearing: 63°\
Distance: 11444km", 29°08'N, 047°46'E
17560,R.ROMANIA INT.,07:30:00,07:57:00,1234567,Arabic,300,142,"ROU\
TiganestiLatitude: 44°44'N\
Longitude: 026°06'E\
Bearing: 42°\
Distance: 10289km", 44°44'N, 026°06'E
17560,R.SAUDI,15:55:00,17:57:00,1234567,Arabic,500,270,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
17570,R.SAUDI,08:54:00,11:57:00,1234567,Arabic,500,70,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
17600,Ifrikya FM,07:00:00,20:00:00,1234567,Arabic,300,131,"ALG\
BecharLatitude: 31°34'N\
Longitude: 002°21'W\
Bearing: 39°\
Distance: 7442km", 31°34'N, 002°21'W
17615,R.SAUDI,12:50:00,15:57:00,1234567,Arabic,500,100,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
17625,R.SAUDI,11:55:00,13:57:00,1234567,Arabic,500,100,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
17640,IBRA MEDIA (Radio Sama),08:00:00,08:30:00,1234567,Arabic,250,102,"G\
WooffertonLatitude: 52°16'N\
Longitude: 002°49'W\
Bearing: 24°\
Distance: 9133km", 52°16'N, 002°49'W
17720,VOICE OF TURKEY,15:00:00,15:56:00,1234567,Arabic,500,262,"TUR\
EmirlerLatitude: 39°24'N\
Longitude: 032°51'E\
Bearing: 49°\
Distance: 10540km", 39°24'N, 032°51'E
17730,R.SAUDI,05:50:00,08:56:00,1234567,Arabic,500,295,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
17755,R.EXTERIOR DE ESPANA,17:30:00,18:00:00,.23456.,Arabic,200,161,"E\
NoblejasLatitude: 39°57'N\
Longitude: 003°25'W\
Bearing: 32°\
Distance: 8062km", 39°57'N, 003°25'W
17755,R.EXTERIOR DE ESPANA,22:30:00,23:00:00,.23456.,Arabic,200,161,"E\
NoblejasLatitude: 39°57'N\
Longitude: 003°25'W\
Bearing: 32°\
Distance: 8062km", 39°57'N, 003°25'W
17790,ADVENTIST WORLD R.,05:00:00,06:00:00,1234567,Arabic,250,350,"MDG\
Talata-volonondryLatitude: 18°45'S\
Longitude: 047°36'E\
Bearing: 108°\
Distance: 9608km", 18°45'S, 047°36'E
17790,VATICAN RADIO,09:30:00,10:50:00,1......,Arabic,250,94,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 39°\
Distance: 9188km", 42°02'N, 012°19'E
17800,DEUTSCHE WELLE,12:30:00,13:00:00,.23456.,Arabic,150,120,"F\
IssoudunLatitude: 46°56'N\
Longitude: 001°53'E\
Bearing: 30°\
Distance: 8923km", 46°56'N, 001°53'E
17810,R.ROMANIA INT.,13:00:00,13:27:00,1234567,Arabic,300,247,"ROU\
Tiganesti-safticaLatitude: 44°44'N\
Longitude: 026°06'E\
Bearing: 42°\
Distance: 10289km", 44°44'N, 026°06'E
17830,Ifrikya FM,10:00:00,18:00:00,1234567,Arabic,300,210,"ALG\
OurglaLatitude: 31°55'N\
Longitude: 005°04'E\
Bearing: 43°\
Distance: 7983km", 31°55'N, 005°04'E
17840,DEUTSCHE WELLE,18:30:00,19:00:00,.23456.,Arabic,150,120,"F\
IssoudunLatitude: 46°56'N\
Longitude: 001°53'E\
Bearing: 30°\
Distance: 8923km", 46°56'N, 001°53'E
17880,CHINA RADIO INTERNATIONAL,16:00:00,17:00:00,1234567,Arabic,100,20,"MLI\
Bamako IILatitude: 12°41'N\
Longitude: 008°01'W\
Bearing: 51°\
Distance: 5560km", 12°41'N, 008°01'W
17895,R.SAUDI,11:55:00,14:57:00,1234567,Arabic,500,40,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
21745,Alarabiya FM,11:00:00,12:00:00,1234567,Arabic,250,315,"UAE\
Al-DhabbiyaLatitude: 24°10'N\
Longitude: 054°14'E\
Bearing: 70°\
Distance: 11908km", 24°10'N, 054°14'E
7230,VO ISLAMIC REP.IRAN,16:23:00,17:19:00,1234567,Armenian,500,328,"IRN\
SirjanLatitude: 29°35'N\
Longitude: 055°47'E\
Bearing: 64°\
Distance: 12207km", 29°35'N, 055°47'E
7360,VATICAN RADIO,16:00:00,16:19:00,1234567,Armenian,250,75,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 39°\
Distance: 9188km", 42°02'N, 012°19'E
9710,VATICAN RADIO,16:00:00,16:19:00,1234567,Armenian,250,75,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 39°\
Distance: 9188km", 42°02'N, 012°19'E
15595,VATICAN RADIO,09:30:00,10:50:00,1......,Armenian,250,90,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 39°\
Distance: 9188km", 42°02'N, 012°19'E
17790,VATICAN RADIO,09:30:00,10:50:00,1......,Armenian,250,74,"CVA\
Santa Maria Di GaleriaLatitude: 42°02'N\
Longitude: 012°19'E\
Bearing: 39°\
Distance: 9188km", 42°02'N, 012°19'E
5925,VOICE OF AMERICA,21:30:00,22:00:00,.23456.,Bambara,100,20,"STP\
PinheiraLatitude: 00°17'N\
Longitude: 006°45'E\
Bearing: 74°\
Distance: 6167km", 00°17'N, 006°45'E
11830,VOICE OF AMERICA,21:30:00,22:00:00,.23456.,Bambara,250,270,"KWT\
KuwaitLatitude: 29°30'N\
Longitude: 047°40'E\
Bearing: 63°\
Distance: 11447km", 29°30'N, 047°40'E
12075,VOICE OF AMERICA,21:30:00,22:00:00,.23456.,Bambara,100,350,"BOT\
Selebi-phikweLatitude: 21°57'S\
Longitude: 027°38'E\
Bearing: 105°\
Distance: 7517km", 21°57'S, 027°38'E
15120,VOICE OF AMERICA,21:30:00,22:00:00,.23456.,Bambara,250,27,"ASC\
AscensionLatitude: 07°53'S\
Longitude: 014°22'W\
Bearing: 71°\
Distance: 3664km", 07°53'S, 014°22'W
4750,R.BANGLADESH BETAR,06:00:00,12:35:00,1234567,Bengali,100,ND,"BGD\
ShavarLatitude: 23°51'N\
Longitude: 090°16'E\
Bearing: 77°\
Distance: 15498km", 23°51'N, 090°16'E
4750,R.BANGLADESH BETAR,12:55:00,15:35:00,1234567,Bengali,100,ND,"BGD\
ShavarLatitude: 23°51'N\
Longitude: 090°16'E\
Bearing: 77°\
Distance: 15498km", 23°51'N, 090°16'E
4750,R.BANGLADESH BETAR,15:55:00,17:04:00,1234567,Bengali,100,ND,"BGD\
ShavarLatitude: 23°51'N\
Longitude: 090°16'E\
Bearing: 77°\
Distance: 15498km", 23°51'N, 090°16'E
6150,VO ISLAMIC REP.IRAN,16:23:00,16:49:00,1234567,Bengali,500,90,"IRN\
SirjanLatitude: 29°35'N\
Longitude: 055°47'E\
Bearing: 64°\
Distance: 12207km", 29°35'N, 055°47'E
7250,R.BANGLADESH BETAR,05:00:00,06:00:00,1234567,Bengali,250,305,"BGD\
Dhaka KhabirpurLatitude: 24°00'N\
Longitude: 090°15'E\
Bearing: 77°\
Distance: 15498km", 24°00'N, 090°15'E
7250,R.BANGLADESH BETAR,07:00:00,09:00:00,1234567,Bengali,250,305,"BGD\
Dhaka KhabirpurLatitude: 24°00'N\
Longitude: 090°15'E\
Bearing: 77°\
Distance: 15498km", 24°00'N, 090°15'E
7250,R.BANGLADESH BETAR,16:30:00,17:30:00,1234567,Bengali,250,305,"BGD\
Dhaka KhabirpurLatitude: 24°00'N\
Longitude: 090°15'E\
Bearing: 77°\
Distance: 15498km", 24°00'N, 090°15'E
7470,IBRA MEDIA/Radio Ibrahim,15:00:00,15:30:00,1234567,Bengali,100,131,"UZB\
TashkentLatitude: 41°13'N\
Longitude: 069°09'E\
Bearing: 53°\
Distance: 13572km", 41°13'N, 069°09'E
7470,IBRA MEDIA/Radio Ibrahim,00:00:00,00:30:00,1234567,Bengali,100,131,"UZB\
TashkentLatitude: 41°13'N\
Longitude: 069°09'E\
Bearing: 53°\
Distance: 13572km", 41°13'N, 069°09'E
9490,CHINA RADIO INTERNATIONAL,13:00:00,14:00:00,1234567,Bengali,150,270,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16738km", 24°52'N, 102°29'E
9490,CHINA RADIO INTERNATIONAL,14:00:00,14:57:00,1234567,Bengali,150,270,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16738km", 24°52'N, 102°29'E
9600,CHINA RADIO INTERNATIONAL,13:00:00,13:57:00,1234567,Bengali,150,255,"CHN\
Baoji-xinjieLatitude: 34°41'N\
Longitude: 106°56'E\
Bearing: 54°\
Distance: 16935km", 34°41'N, 106°56'E
9610,CHINA RADIO INTERNATIONAL,15:00:00,15:57:00,1234567,Bengali,150,270,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16738km", 24°52'N, 102°29'E
9655,CHINA RADIO INTERNATIONAL,02:00:00,02:57:00,1234567,Bengali,150,270,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16738km", 24°52'N, 102°29'E
9690,CHINA RADIO INTERNATIONAL,15:00:00,16:00:00,1234567,Bengali,150,270,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16738km", 24°52'N, 102°29'E
11610,CHINA RADIO INTERNATIONAL,13:00:00,14:00:00,1234567,Bengali,150,270,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16738km", 24°52'N, 102°29'E
11610,CHINA RADIO INTERNATIONAL,14:00:00,14:57:00,1234567,Bengali,150,270,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16738km", 24°52'N, 102°29'E
11610,NHK WORLD RADIO JAPAN,15:00:00,15:20:00,1234567,Bengali,300,270,"J\
Ibaragi-koga-yamataLatitude: 36°10'N\
Longitude: 139°49'E\
Bearing: 343°\
Distance: 18230km", 36°10'N, 139°49'E
11640,CHINA RADIO INTERNATIONAL,02:00:00,02:57:00,1234567,Bengali,150,270,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16738km", 24°52'N, 102°29'E
11850,VO ISLAMIC REP.IRAN,14:23:00,15:20:00,1234567,Bengali,500,90,"IRN\
SirjanLatitude: 29°35'N\
Longitude: 055°47'E\
Bearing: 64°\
Distance: 12207km", 29°35'N, 055°47'E
11875,REACH BEYOND AUSTRALIA  (HCJB),13:45:00,14:00:00,.....6.,Bengali,100,310,"AUS\
KununurraLatitude: 15°48'S\
Longitude: 128°40'E\
Bearing: 171°\
Distance: 15889km", 15°48'S, 128°40'E
11905,SRI LANKA BC,00:30:00,01:00:00,1234567,Bengali,125,345,"CLN\
TrincomaleeLatitude: 08°44'N\
Longitude: 081°07'E\
Bearing: 95°\
Distance: 14174km", 08°44'N, 081°07'E
13580,R.BANGLADESH BETAR,19:15:00,20:00:00,1234567,Bengali,250,320,"BGD\
Dhaka KhabirpurLatitude: 24°00'N\
Longitude: 090°15'E\
Bearing: 77°\
Distance: 15498km", 24°00'N, 090°15'E
13690,TWR India,13:45:00,14:00:00,......7,Bengali,300,100,"ARM\
Yerevan-gavarLatitude: 40°24'N\
Longitude: 045°11'E\
Bearing: 51°\
Distance: 11569km", 40°24'N, 045°11'E
15120,R.SAUDI INTERNATIONAL,09:00:00,11:57:00,1234567,Bengali,500,70,"ARS\
RiyadhLatitude: 24°49'N\
Longitude: 046°52'E\
Bearing: 67°\
Distance: 11214km", 24°49'N, 046°52'E
15255,KSDA-Adventist World R.G,13:00:00,13:30:00,1234567,Bengali,1,ND,Agat,\N,\N
15320,REACH BEYOND AUSTRALIA  (HCJB),12:45:00,13:00:00,....5..,Bengali,100,310,"AUS\
KununurraLatitude: 15°48'S\
Longitude: 128°40'E\
Bearing: 171°\
Distance: 15889km", 15°48'S, 128°40'E
6020,CHINA RADIO INTERNATIONAL,18:30:00,19:00:00,1234567,Bulgarian,500,315,"CHN\
ShijiazhuangLatitude: 37°49'N\
Longitude: 114°28'E\
Bearing: 40°\
Distance: 17338km", 37°49'N, 114°28'E
7245,VOICE OF TURKEY,12:00:00,12:26:00,1234567,Bulgarian,250,300,"TUR\
EmirlerLatitude: 39°24'N\
Longitude: 032°51'E\
Bearing: 49°\
Distance: 10540km", 39°24'N, 032°51'E
7265,CHINA RADIO INTERNATIONAL,18:30:00,18:57:00,1234567,Bulgarian,500,308,"TKS\
Urumqi HutubiLatitude: 44°08'N\
Longitude: 086°53'E\
Bearing: 47°\
Distance: 14969km", 44°08'N, 086°53'E
7320,CHINA RADIO INTERNATIONAL,20:30:00,20:57:00,1234567,Bulgarian,500,300,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16739km", 24°52'N, 102°29'E
9695,CHINA RADIO INTERNATIONAL,18:30:00,18:57:00,1234567,Bulgarian,500,300,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16739km", 24°52'N, 102°29'E
9720,CHINA RADIO INTERNATIONAL,20:30:00,21:00:00,1234567,Bulgarian,500,308,"TKS\
Urumqi HutubiLatitude: 44°08'N\
Longitude: 086°53'E\
Bearing: 47°\
Distance: 14969km", 44°08'N, 086°53'E
15180,CHINA RADIO INTERNATIONAL,11:00:00,12:00:00,1234567,Bulgarian,500,294,"TKS\
Kashi-saibaghLatitude: 44°08'N\
Longitude: 086°53'E\
Bearing: 47°\
Distance: 14969km", 44°08'N, 086°53'E
