freq,station,start,end,days,language,pwr,az,transmitter_site
15120,VOICE OF NIGERIA (Digital),16:00,16:15,1234567,Arabic,250,7,"NIG
Abuja LugbeLatitude: 08°57'N
Longitude: 007°20'E
Bearing: 65°
Distance: 6681km"
15125,CHINA RADIO INTERNATIONAL,16:00,17:00,1234567,Arabic,100,85,"MLI
Bamako IILatitude: 12°41'N
Longitude: 008°01'W
Bearing: 51°
Distance: 5560km"
15140,R.HABANA CUBA,18:00,18:30,1234567,Arabic,100,340,"CUB
BautaLatitude: 22°56'N
Longitude: 082°32'W
Bearing: 318°
Distance: 6297km"
15160,Ifrikya FM,07:00,10:00,1234567,Arabic,300,131,"ALG
BecharLatitude: 31°34'N
Longitude: 002°21'W
Bearing: 39°
Distance: 7442km"
15160,Ifrikya FM,18:00,21:00,1234567,Arabic,300,131,"ALG
BecharLatitude: 31°34'N
Longitude: 002°21'W
Bearing: 39°
Distance: 7442km"
15160,R.ROMANIA INT.,16:30,16:57,1234567,Arabic,300,142,"ROU
TiganestiLatitude: 44°44'N
Longitude: 026°06'E
Bearing: 42°
Distance: 10289km"
15170,NHK WORLD RADIO JAPAN,06:00,06:20,1234567,Arabic,250,138,"F
IssoudunLatitude: 46°55'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8922km"
15170,R.ROMANIA INT.,13:00,13:27,1234567,Arabic,300,142,"ROU
TiganestiLatitude: 44°44'N
Longitude: 026°06'E
Bearing: 42°
Distance: 10289km"
15170,R.SAUDI,02:50,06:00,1234567,Arabic,500,355,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
15200,R.ROMANIA INT.,16:30,16:57,1234567,Arabic,300,245,"ROU
Galbeni-bacauLatitude: 44°44'N
Longitude: 026°06'E
Bearing: 42°
Distance: 10289km"
15205,R.SAUDI,15:55,17:57,1234567,Arabic,500,320,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
15225,R.SAUDI,14:50,17:00,1234567,Arabic,500,295,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
15225,R.SAUDI,17:00,18:00,1234567,Arabic,500,295,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
15260,VO ISLAMIC REP.IRAN,06:00,08:30,1234567,Arabic,500,215,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
15260,IBRA MEDIA (Radio Sama),17:00,18:00,1234567,Arabic,300,107,"G
WooffertonLatitude: 52°16'N
Longitude: 002°49'W
Bearing: 24°
Distance: 9133km"
15275,DEUTSCHE WELLE,12:30,13:00,.23456.,Arabic,250,138,"F
IssoudunLatitude: 46°55'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8922km"
15275,DEUTSCHE WELLE,18:30,19:00,.23456.,Arabic,250,138,"F
IssoudunLatitude: 46°55'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8922km"
15280,ALL INDIA RADIO,05:30,06:30,1234567,Arabic,500,300,"IND
BengaluruLatitude: 13°13'N
Longitude: 077°13'E
Bearing: 88°
Distance: 13922km"
15370,R.HABANA CUBA,20:30,21:00,1234567,Arabic,100,40,"CUB
BautaLatitude: 22°56'N
Longitude: 082°32'W
Bearing: 318°
Distance: 6297km"
15380,R.SAUDI,05:45,08:56,1234567,Arabic,500,310,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
15410,Ifrikya FM,07:00,22:00,1234567,Arabic,300,210,"ALG
OurglaLatitude: 31°55'N
Longitude: 005°04'E
Bearing: 43°
Distance: 7983km"
15460,R.ROMANIA INT.,13:00,13:27,1234567,Arabic,300,245,"ROU
Galbeni-bacauLatitude: 46°44'N
Longitude: 026°50'E
Bearing: 40°
Distance: 10441km"
15480,VO ISLAMIC REP.IRAN,11:30,17:30,1234567,Arabic,500,215,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
15510,IBRA MEDIA/Radio Sama,17:30,19:00,1234567,Arabic,250,128,"G
WooffertonLatitude: 52°16'N
Longitude: 002°49'W
Bearing: 24°
Distance: 9133km"
15595,VATICAN RADIO,07:10,07:30,234567,Arabic,250,108,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
15595,VATICAN RADIO,08:00,09:30,1234567,Arabic,250,108,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
15595,VATICAN RADIO,09:30,10:50,1......,Arabic,250,108,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
15595,VATICAN RADIO,16:30,17:00,1234567,Arabic,250,108,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
15675,,05:00,16:00,1234567,Arabic,1,ND,
17485,CHINA RADIO INTERNATIONAL,05:00,07:00,1234567,Arabic,500,269,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
17530,R.ROMANIA INT.,16:30,16:57,1234567,Arabic,300,142,"ROU
TiganestiLatitude: 44°44'N
Longitude: 026°06'E
Bearing: 42°
Distance: 10289km"
17550,R.KUWAIT,20:00,00:00,1234567,Arabic,250,350,"KWT
SulaibiyahLatitude: 29°08'N
Longitude: 047°46'E
Bearing: 63°
Distance: 11444km"
17560,R.ROMANIA INT.,07:30,07:57,1234567,Arabic,300,142,"ROU
TiganestiLatitude: 44°44'N
Longitude: 026°06'E
Bearing: 42°
Distance: 10289km"
17560,R.SAUDI,15:55,17:57,1234567,Arabic,500,270,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
17570,R.SAUDI,08:54,11:57,1234567,Arabic,500,70,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
17600,Ifrikya FM,07:00,20:00,1234567,Arabic,300,131,"ALG
BecharLatitude: 31°34'N
Longitude: 002°21'W
Bearing: 39°
Distance: 7442km"
17615,R.SAUDI,12:50,15:57,1234567,Arabic,500,100,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
17625,R.SAUDI,11:55,13:57,1234567,Arabic,500,100,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
17640,IBRA MEDIA (Radio Sama),08:00,08:30,1234567,Arabic,250,102,"G
WooffertonLatitude: 52°16'N
Longitude: 002°49'W
Bearing: 24°
Distance: 9133km"
17720,VOICE OF TURKEY,15:00,15:56,1234567,Arabic,500,262,"TUR
EmirlerLatitude: 39°24'N
Longitude: 032°51'E
Bearing: 49°
Distance: 10540km"
17730,R.SAUDI,05:50,08:56,1234567,Arabic,500,295,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
17755,R.EXTERIOR DE ESPANA,17:30,18:00,.23456.,Arabic,200,161,"E
NoblejasLatitude: 39°57'N
Longitude: 003°25'W
Bearing: 32°
Distance: 8062km"
17755,R.EXTERIOR DE ESPANA,22:30,23:00,.23456.,Arabic,200,161,"E
NoblejasLatitude: 39°57'N
Longitude: 003°25'W
Bearing: 32°
Distance: 8062km"
17790,ADVENTIST WORLD R.,05:00,06:00,1234567,Arabic,250,350,"MDG
Talata-volonondryLatitude: 18°45'S
Longitude: 047°36'E
Bearing: 108°
Distance: 9608km"
17790,VATICAN RADIO,09:30,10:50,1......,Arabic,250,94,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
17800,DEUTSCHE WELLE,12:30,13:00,.23456.,Arabic,150,120,"F
IssoudunLatitude: 46°56'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
17810,R.ROMANIA INT.,13:00,13:27,1234567,Arabic,300,247,"ROU
Tiganesti-safticaLatitude: 44°44'N
Longitude: 026°06'E
Bearing: 42°
Distance: 10289km"
17830,Ifrikya FM,10:00,18:00,1234567,Arabic,300,210,"ALG
OurglaLatitude: 31°55'N
Longitude: 005°04'E
Bearing: 43°
Distance: 7983km"
17840,DEUTSCHE WELLE,18:30,19:00,.23456.,Arabic,150,120,"F
IssoudunLatitude: 46°56'N
Longitude: 001°53'E
Bearing: 30°
Distance: 8923km"
17880,CHINA RADIO INTERNATIONAL,16:00,17:00,1234567,Arabic,100,20,"MLI
Bamako IILatitude: 12°41'N
Longitude: 008°01'W
Bearing: 51°
Distance: 5560km"
17895,R.SAUDI,11:55,14:57,1234567,Arabic,500,40,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
21745,Alarabiya FM,11:00,12:00,1234567,Arabic,250,315,"UAE
Al-DhabbiyaLatitude: 24°10'N
Longitude: 054°14'E
Bearing: 70°
Distance: 11908km"
7230,VO ISLAMIC REP.IRAN,16:23,17:19,1234567,Armenian,500,328,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
7360,VATICAN RADIO,16:00,16:19,1234567,Armenian,250,75,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
9710,VATICAN RADIO,16:00,16:19,1234567,Armenian,250,75,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
15595,VATICAN RADIO,09:30,10:50,1......,Armenian,250,90,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
17790,VATICAN RADIO,09:30,10:50,1......,Armenian,250,74,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
5925,VOICE OF AMERICA,21:30,22:00,.23456.,Bambara,100,20,"STP
PinheiraLatitude: 00°17'N
Longitude: 006°45'E
Bearing: 74°
Distance: 6167km"
11830,VOICE OF AMERICA,21:30,22:00,.23456.,Bambara,250,270,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
12075,VOICE OF AMERICA,21:30,22:00,.23456.,Bambara,100,350,"BOT
Selebi-phikweLatitude: 21°57'S
Longitude: 027°38'E
Bearing: 105°
Distance: 7517km"
15120,VOICE OF AMERICA,21:30,22:00,.23456.,Bambara,250,27,"ASC
AscensionLatitude: 07°53'S
Longitude: 014°22'W
Bearing: 71°
Distance: 3664km"
4750,R.BANGLADESH BETAR,06:00,12:35,1234567,Bengali,100,ND,"BGD
ShavarLatitude: 23°51'N
Longitude: 090°16'E
Bearing: 77°
Distance: 15498km"
4750,R.BANGLADESH BETAR,12:55,15:35,1234567,Bengali,100,ND,"BGD
ShavarLatitude: 23°51'N
Longitude: 090°16'E
Bearing: 77°
Distance: 15498km"
4750,R.BANGLADESH BETAR,15:55,17:04,1234567,Bengali,100,ND,"BGD
ShavarLatitude: 23°51'N
Longitude: 090°16'E
Bearing: 77°
Distance: 15498km"
6150,VO ISLAMIC REP.IRAN,16:23,16:49,1234567,Bengali,500,90,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
7250,R.BANGLADESH BETAR,05:00,06:00,1234567,Bengali,250,305,"BGD
Dhaka KhabirpurLatitude: 24°00'N
Longitude: 090°15'E
Bearing: 77°
Distance: 15498km"
7250,R.BANGLADESH BETAR,07:00,09:00,1234567,Bengali,250,305,"BGD
Dhaka KhabirpurLatitude: 24°00'N
Longitude: 090°15'E
Bearing: 77°
Distance: 15498km"
7250,R.BANGLADESH BETAR,16:30,17:30,1234567,Bengali,250,305,"BGD
Dhaka KhabirpurLatitude: 24°00'N
Longitude: 090°15'E
Bearing: 77°
Distance: 15498km"
7470,IBRA MEDIA/Radio Ibrahim,15:00,15:30,1234567,Bengali,100,131,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 53°
Distance: 13572km"
7470,IBRA MEDIA/Radio Ibrahim,00:00,00:30,1234567,Bengali,100,131,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 53°
Distance: 13572km"
9490,CHINA RADIO INTERNATIONAL,13:00,14:00,1234567,Bengali,150,270,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
9490,CHINA RADIO INTERNATIONAL,14:00,14:57,1234567,Bengali,150,270,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
9600,CHINA RADIO INTERNATIONAL,13:00,13:57,1234567,Bengali,150,255,"CHN
Baoji-xinjieLatitude: 34°41'N
Longitude: 106°56'E
Bearing: 54°
Distance: 16935km"
9610,CHINA RADIO INTERNATIONAL,15:00,15:57,1234567,Bengali,150,270,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
9655,CHINA RADIO INTERNATIONAL,02:00,02:57,1234567,Bengali,150,270,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
9690,CHINA RADIO INTERNATIONAL,15:00,16:00,1234567,Bengali,150,270,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
11610,CHINA RADIO INTERNATIONAL,13:00,14:00,1234567,Bengali,150,270,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
11610,CHINA RADIO INTERNATIONAL,14:00,14:57,1234567,Bengali,150,270,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
11610,NHK WORLD RADIO JAPAN,15:00,15:20,1234567,Bengali,300,270,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 343°
Distance: 18230km"
11640,CHINA RADIO INTERNATIONAL,02:00,02:57,1234567,Bengali,150,270,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
11850,VO ISLAMIC REP.IRAN,14:23,15:20,1234567,Bengali,500,90,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
11875,REACH BEYOND AUSTRALIA  (HCJB),13:45,14:00,.....6.,Bengali,100,310,"AUS
KununurraLatitude: 15°48'S
Longitude: 128°40'E
Bearing: 171°
Distance: 15889km"
11905,SRI LANKA BC,00:30,01:00,1234567,Bengali,125,345,"CLN
TrincomaleeLatitude: 08°44'N
Longitude: 081°07'E
Bearing: 95°
Distance: 14174km"
13580,R.BANGLADESH BETAR,19:15,20:00,1234567,Bengali,250,320,"BGD
Dhaka KhabirpurLatitude: 24°00'N
Longitude: 090°15'E
Bearing: 77°
Distance: 15498km"
13690,TWR India,13:45,14:00,......7,Bengali,300,100,"ARM
Yerevan-gavarLatitude: 40°24'N
Longitude: 045°11'E
Bearing: 51°
Distance: 11569km"
15120,R.SAUDI INTERNATIONAL,09:00,11:57,1234567,Bengali,500,70,"ARS
RiyadhLatitude: 24°49'N
Longitude: 046°52'E
Bearing: 67°
Distance: 11214km"
15255,KSDA-Adventist World R.G,13:00,13:30,1234567,Bengali,1,ND,Agat
15320,REACH BEYOND AUSTRALIA  (HCJB),12:45,13:00,....5..,Bengali,100,310,"AUS
KununurraLatitude: 15°48'S
Longitude: 128°40'E
Bearing: 171°
Distance: 15889km"
6020,CHINA RADIO INTERNATIONAL,18:30,19:00,1234567,Bulgarian,500,315,"CHN
ShijiazhuangLatitude: 37°49'N
Longitude: 114°28'E
Bearing: 40°
Distance: 17338km"
7245,VOICE OF TURKEY,12:00,12:26,1234567,Bulgarian,250,300,"TUR
EmirlerLatitude: 39°24'N
Longitude: 032°51'E
Bearing: 49°
Distance: 10540km"
7265,CHINA RADIO INTERNATIONAL,18:30,18:57,1234567,Bulgarian,500,308,"TKS
Urumqi HutubiLatitude: 44°08'N
Longitude: 086°53'E
Bearing: 47°
Distance: 14969km"
7320,CHINA RADIO INTERNATIONAL,20:30,20:57,1234567,Bulgarian,500,300,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16739km"
9695,CHINA RADIO INTERNATIONAL,18:30,18:57,1234567,Bulgarian,500,300,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16739km"
9720,CHINA RADIO INTERNATIONAL,20:30,21:00,1234567,Bulgarian,500,308,"TKS
Urumqi HutubiLatitude: 44°08'N
Longitude: 086°53'E
Bearing: 47°
Distance: 14969km"
15180,CHINA RADIO INTERNATIONAL,11:00,12:00,1234567,Bulgarian,500,294,"TKS
Kashi-saibaghLatitude: 44°08'N
Longitude: 086°53'E
Bearing: 47°
Distance: 14969km"
5915,Myanmar Radio,07:30,13:30,1234567,Burmese,50,356,"MMR
NaypyidawLatitude: 22°00'N
Longitude: 096°32'E
Bearing: 81°
Distance: 16120km"
5915,Myanmar Radio,13:30,15:30,1234567,Burmese,50,356,"MMR
NaypyidawLatitude: 22°00'N
Longitude: 096°32'E
Bearing: 81°
Distance: 16120km"
5915,Myanmar Radio,23:15,05:30,1234567,Burmese,50,356,"MMR
NaypyidawLatitude: 22°00'N
Longitude: 096°32'E
Bearing: 81°
Distance: 16120km"
5985,Myanmar Radio,09:30,15:30,1234567,Burmese,25,176,"MMR
YangonLatitude: 16°52'N
Longitude: 096°09'E
Bearing: 89°
Distance: 15991km"
5985,Myanmar Radio,23:00,01:30,1234567,Burmese,25,176,"MMR
YangonLatitude: 16°52'N
Longitude: 096°09'E
Bearing: 89°
Distance: 15991km"
5985,Myanmar Radio  (NHK),14:45,15:05,1.....7,Burmese,25,176,"MMR
YangonLatitude: 16°52'N
Longitude: 096°09'E
Bearing: 89°
Distance: 15991km"
6030,Thazin Radio,23:30,01:30,1234567,Burmese,50,356,"MMR
NaypyidawLatitude: 22°00'N
Longitude: 096°32'E
Bearing: 81°
Distance: 16120km"
6150,VOICE OF AMERICA,23:30,00:30,1234567,Burmese,250,280,"THA
Udon ThaniLatitude: 17°40'N
Longitude: 103°12'E
Bearing: 90°
Distance: 16741km"
6165,Thazin Radio,09:30,14:30,1234567,Burmese,50,356,"MMR
NaypyidawLatitude: 22°00'N
Longitude: 096°32'E
Bearing: 81°
Distance: 16120km"
7200,Myanmar Radio,00:30,03:00,1234567,Burmese,50,356,"MMR
NaypyidawLatitude: 22°00'N
Longitude: 096°32'E
Bearing: 81°
Distance: 16120km"
7200,Myanmar Radio,09:30,15:00,1234567,Burmese,50,356,"MMR
YangonLatitude: 16°52'N
Longitude: 096°09'E
Bearing: 89°
Distance: 15991km"
7200,Myanmar Radio,22:00,00:30,1234567,Burmese,50,356,"MMR
YangonLatitude: 16°52'N
Longitude: 096°09'E
Bearing: 89°
Distance: 15991km"
7345,Thazin Radio,13:30,14:30,1234567,Burmese,50,356,"MMR
NaypyidawLatitude: 22°00'N
Longitude: 096°32'E
Bearing: 81°
Distance: 16120km"
7385,CHINA RADIO INTERNATIONAL,13:00,13:57,1234567,Burmese,100,225,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
7445,CHINA RADIO INTERNATIONAL,14:00,14:57,1234567,Burmese,100,225,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
7485,BBC,13:30,14:00,1234567,Burmese,100,122,"UZB
TashkentLatitude: 41°13'N
Longitude: 069°09'E
Bearing: 53°
Distance: 13572km"
7515,R.FREE ASIA,00:30,01:30,1234567,Burmese,200,125,"TJK
Dushanbe-orzuLatitude: 37°32'N
Longitude: 068°47'E
Bearing: 57°
Distance: 13528km"
9335,VOICE OF AMERICA,14:30,16:30,1234567,Burmese,250,270,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 110°
Distance: 18451km"
9335,VOICE OF AMERICA,16:30,17:30,1234567,Burmese,250,270,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 110°
Distance: 18451km"
9335,VOICE OF AMERICA,17:30,18:00,1234567,Burmese,250,280,"THA
Udon ThaniLatitude: 17°40'N
Longitude: 103°12'E
Bearing: 90°
Distance: 16741km"
9335,VOICE OF AMERICA,23:30,00:30,1234567,Burmese,250,270,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 110°
Distance: 18451km"
9355,VOICE OF AMERICA,01:30,02:30,1234567,Burmese,250,280,"THA
Udon ThaniLatitude: 17°40'N
Longitude: 103°12'E
Bearing: 90°
Distance: 16741km"
9355,VOICE OF AMERICA,02:30,03:30,1234567,Burmese,250,280,"THA
Udon ThaniLatitude: 17°40'N
Longitude: 103°12'E
Bearing: 90°
Distance: 16741km"
9380,VOICE OF AMERICA,23:30,00:30,1234567,Burmese,250,270,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 110°
Distance: 18451km"
9385,VOICE OF AMERICA,15:30,16:30,1234567,Burmese,250,270,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 110°
Distance: 18451km"
9460,Thazin Radio,04:30,06:30,1234567,Burmese,50,356,"MMR
NaypyidawLatitude: 22°00'N
Longitude: 096°32'E
Bearing: 81°
Distance: 16120km"
9560,BBC,13:30,14:00,1234567,Burmese,250,283,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 110°
Distance: 18451km"
9730,Myanmar Radio,00:30,02:30,1234567,Burmese,50,356,"MMR
YangonLatitude: 16°52'N
Longitude: 096°09'E
Bearing: 89°
Distance: 15991km"
9730,Myanmar Radio,02:30,07:30,1234567,Burmese,50,356,"MMR
NaypyidawLatitude: 22°00'N
Longitude: 096°32'E
Bearing: 81°
Distance: 16120km"
9730,Myanmar Radio,07:30,11:30,1234567,Burmese,50,356,"MMR
YangonLatitude: 16°52'N
Longitude: 096°09'E
Bearing: 89°
Distance: 15991km"
9880,CHINA RADIO INTERNATIONAL,11:00,11:57,1234567,Burmese,100,225,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
9880,CHINA RADIO INTERNATIONAL,13:00,13:57,1234567,Burmese,100,225,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
11795,R.FREE ASIA,12:30,13:30,1234567,Burmese,100,270,"MRA
Agignan PointLatitude: 15°07'N
Longitude: 145°41'E
Bearing: 243°
Distance: 18646km"
11795,R.FREE ASIA,13:30,14:30,1234567,Burmese,250,94,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
11815,NHK WORLD RADIO JAPAN,14:30,14:50,.23456.,Burmese,300,235,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 343°
Distance: 18230km"
11815,NHK WORLD RADIO JAPAN,14:30,14:59,1.....7,Burmese,300,235,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 343°
Distance: 18230km"
11820,VOICE OF AMERICA,01:30,02:30,1234567,Burmese,250,283,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 110°
Distance: 18451km"
11825,REACH BEYOND AUSTRALIA  (HCJB),14:00,14:30,1234567,Burmese,100,335,"AUS
KununurraLatitude: 15°48'S
Longitude: 128°40'E
Bearing: 171°
Distance: 15889km"
11865,REACH BEYOND AUSTRALIA  (HCJB),11:45,12:00,1234567,Burmese,100,335,"AUS
KununurraLatitude: 15°48'S
Longitude: 128°40'E
Bearing: 171°
Distance: 15889km"
11870,VOICE OF AMERICA,14:30,16:30,1234567,Burmese,250,270,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 110°
Distance: 18451km"
11940,RADIO NUG,14:00,14:30,1234567,Burmese,300,205,"TWN
PaochungLatitude: 23°43'N
Longitude: 120°18'E
Bearing: 74°
Distance: 18546km"
11945,REACH BEYOND AUSTRALIA  (HCJB),12:00,12:30,.....6.,Burmese,100,335,"AUS
KununurraLatitude: 15°47'S
Longitude: 128°41'E
Bearing: 171°
Distance: 15891km"
12040,KTWR GUAM,12:00,12:30,234567,Burmese,100,293,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 234°
Distance: 18622km"
12040,KTWR GUAM,12:15,12:30,1......,Burmese,100,293,"GUM
MerizoLatitude: 13°16'N
Longitude: 144°40'E
Bearing: 234°
Distance: 18622km"
12055,R.FREE ASIA,13:30,14:30,1234567,Burmese,250,289,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 243°
Distance: 18650km"
12120,FEBC RADIO,13:30,14:00,1234567,Burmese,100,293,"PHL
BocaueLatitude: 14°48'N
Longitude: 120°54'E
Bearing: 113°
Distance: 18450km"
13705,NHK WORLD RADIO JAPAN,00:30,00:50,..34567,Burmese,300,235,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 343°
Distance: 18230km"
13705,NHK WORLD RADIO JAPAN,00:30,00:59,12.....,Burmese,300,235,"J
Ibaragi-koga-yamataLatitude: 36°10'N
Longitude: 139°49'E
Bearing: 343°
Distance: 18230km"
13710,Mizzima Radio,01:00,01:30,1234567,Burmese,250,90,"UAE
Al-DhabbiyaLatitude: 24°10'N
Longitude: 054°14'E
Bearing: 70°
Distance: 11908km"
13750,R.FREE ASIA,13:30,14:00,1234567,Burmese,250,280,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 243°
Distance: 18650km"
15110,R.FREE ASIA,00:30,01:30,1234567,Burmese,250,289,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 243°
Distance: 18650km"
15110,VOICE OF AMERICA,01:30,02:30,1234567,Burmese,250,270,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 110°
Distance: 18451km"
15120,R.FREE ASIA,12:30,13:30,1234567,Burmese,250,94,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
15135,R.FREE ASIA,12:30,13:30,1234567,Burmese,250,90,"UAE
Al-DhabbiyaLatitude: 24°10'N
Longitude: 054°14'E
Bearing: 70°
Distance: 11908km"
15235,VOICE OF AMERICA,02:30,03:30,1234567,Burmese,250,270,"PHL
TinangLatitude: 15°22'N
Longitude: 120°37'E
Bearing: 110°
Distance: 18451km"
15245,R.FREE ASIA,00:30,01:30,1234567,Burmese,250,205,"TWN
PaochungLatitude: 23°43'N
Longitude: 120°18'E
Bearing: 74°
Distance: 18546km"
15245,R.FREE ASIA,02:00,03:00,1234567,Burmese,250,205,"TWN
PaochungLatitude: 23°43'N
Longitude: 120°18'E
Bearing: 74°
Distance: 18546km"
15310,BBC,13:30,14:00,1234567,Burmese,250,90,"UAE
Al-DhabbiyaLatitude: 24°10'N
Longitude: 054°14'E
Bearing: 70°
Distance: 11908km"
15410,ALL INDIA RADIO,03:15,04:15,1234567,Burmese,1,ND,Bengaluru
15450,FEBC RADIO,23:30,00:30,1234567,Burmese,100,293,"PHL
BocaueLatitude: 14°48'N
Longitude: 120°54'E
Bearing: 113°
Distance: 18450km"
